銘柄コード,上場区分,銘柄,株価,社名,英文社名,業種,代表者,決算,資本金,住所,電話番号(IR),上場市場,上場年月日,単元株数
6778,東証スタンダード,アルチザネットワークス,538.0,アルチザネットワークス,"Artiza Networks, Inc.",電気機器,床次　直之,7月,"1,359,350千円",東京都立川市曙町二丁目３６番２号,042-529-3494,東証スタンダード,2001年7月19日,100株
6779,東証プライム,日本電波工業,837.0,日本電波工業,"NIHON DEMPA KOGYO CO., LTD.",電気機器,加藤　啓美,3月,"5,596,000千円",東京都渋谷区笹塚一丁目４７番１号,03-5453-6711,東証プライム,1963年6月12日,100株
6784,東証JASDAQ（スタンダード）,プラネックスホールディング,---,プラネックスホールディング,PLANEXHOLDINGINC.,電気機器,社長　池上　宏,---,---,東京都渋谷区恵比寿西２−１１−９,03-6809-0130,東証JASDAQ（スタンダード）,2001年7月11日,100株
6785,東証プライム,鈴木,1701.0,鈴木,"SUZUKI CO.,LTD.",電気機器,鈴木　教義,6月,"2,442,450千円",長野県須坂市大字小河原２１５０番地１,026-251-2600,東証プライム,2001年2月16日,100株
6786,東証スタンダード,ＲＶＨ,42.0,ＲＶＨ,RVH Inc.,サービス業,荻野　善之,3月,"100,000千円",東京都港区赤坂八丁目５番２８号,03-6277-8031,東証スタンダード,2000年12月21日,100株
6787,東証プライム,メイコー,8600.0,メイコー,"Meiko Electronics Co., Ltd.",電気機器,名屋　佑一郎,3月,"12,888,000千円",神奈川県綾瀬市大上五丁目１４番１５号,0467-76-6001,東証プライム,2000年12月8日,100株
6788,東証プライム,日本トリム,3715.0,日本トリム,"NIHON TRIM.,CO.LTD.",電気機器,田原　周夫,3月,"992,597千円",大阪府大阪市北区大淀中１－８－３４,06-6456-4600,東証プライム,2000年11月28日,100株
6789,東証プライム,ローランド　ディー．ジー．,---,ローランド　ディー．ジー．,Roland DG Corporation,電気機器,田部　耕平,12月,"3,668,700千円",静岡県浜松市浜名区新都田一丁目１番２号,053-484-1400,東証プライム,2000年10月26日,100株
6790,東証2部,野田スクリーン,---,野田スクリーン,"NODASCREENCO.,LTD.",電気機器,社長　堀尾　貞夫,---,---,愛知県小牧市大字本庄字大坪４１５,0568-79-0222,東証2部,2000年9月20日,1株
6791,東証1部,日本コロムビア,---,日本コロムビア,Nippon Columbia,情報・通信業,社長　吉田　眞市,---,---,東京都港区虎ノ門４−１−４０,03-6895-9001,東証1部,1949年5月16日,100株
6792,東証1部,日本ビクター,---,日本ビクター,"VICTOR COMPANY OF JAPAN,LIMITED",電気機器,---,---,---,---,---,東証1部,---,1000株
6793,東証1部,山水電気,---,山水電気,"SANSUIELECTRICCO.,LTD.",電気機器,代表取締役社長室越隆,---,---,東京都渋谷区東2丁目23番3号,0364180901,東証1部,1961年10月2日,1000株
6794,東証プライム,フォスター電機,1518.0,フォスター電機,"Foster Electric Company, Limited",電気機器,岸　和宏,3月,"6,770,000千円",東京都昭島市つつじが丘１丁目１番１０９号,042-546-2305,東証プライム,1962年5月1日,100株
6796,東証1部,クラリオン,---,クラリオン,"CLARION CO.,LTD.",電気機器,川端 敦,---,---,埼玉県さいたま市中央区新都心７番地２,048-601-3700,東証1部,1962年8月2日,100株
6797,東証スタンダード,名古屋電機工業,2130.0,名古屋電機工業,"NAGOYA ELECTRIC WORKS CO.,LTD.",電気機器,服部　高明,3月,"1,184,975千円",愛知県あま市篠田面徳２９－１,052-443-1111,東証スタンダード,2000年9月7日,100株
6798,東証プライム,ＳＭＫ,2796.0,ＳＭＫ,SMK Corporation,電気機器,池田　靖光,3月,"7,996,000千円",東京都品川区戸越六丁目５番５号,03-3785-1111,東証プライム,1962年9月11日,100株
6800,東証プライム,ヨコオ,1583.0,ヨコオ,"YOKOWO CO.,LTD.",電気機器,徳間　孝之,3月,"7,819,000千円",東京都千代田区神田須田町一丁目２５　ＪＲ神田万世橋ビル１４階,03-3916-3111,東証プライム,1962年10月1日,100株
6801,東証1部,東光,---,東光,"TOKO,INC.",電気機器,社長　山内　公則,---,---,埼玉県鶴ヶ島市大字五味ヶ谷１８,049-285-2511,東証1部,1962年10月15日,1000株
6803,東証スタンダード,ティアック,76.0,ティアック,TEAC CORPORATION,電気機器,英　裕治,3月,"3,500,000千円",東京都多摩市落合一丁目４７番地,042-356-9178,東証スタンダード,1970年4月1日,100株
6804,東証プライム,ホシデン,2041.0,ホシデン,Hosiden Corporation,電気機器,古橋　健士,3月,"13,660,000千円",大阪府八尾市北久宝寺１丁目４番３３号,072-993-1010,東証プライム,1963年8月1日,100株
6806,東証プライム,ヒロセ電機,17835.0,ヒロセ電機,"HIROSE ELECTRIC CO.,LTD.",電気機器,石井　和徳,3月,"9,404,000千円",神奈川県横浜市都筑区中川中央２－６－３,045-620-7410,東証プライム,1972年12月1日,100株
6807,東証プライム,日本航空電子工業,2798.0,日本航空電子工業,"Japan Aviation Electronics Industry, Limited",電気機器,村木　正行,3月,"10,690,000千円",東京都渋谷区道玄坂１丁目２１番１号,03-3780-2752,東証プライム,1973年4月2日,100株
6809,東証プライム,ＴＯＡ,959.0,ＴＯＡ,TOA CORPORATION,電気機器,谷口　方啓,3月,"5,279,000千円",兵庫県神戸市中央区港島中町七丁目２番１号,078-303-5620,東証プライム,1977年9月1日,100株
6810,東証プライム,マクセル,1960.0,マクセル,"Maxell, Ltd.",電気機器,中村　啓次,3月,"12,203,000千円",京都府乙訓郡大山崎町大山崎小泉１番地,03-5715-7061,東証プライム,2014年3月18日,100株
6811,ジ証,クオンツ,---,クオンツ,QUANTS INC.,その他金融業,---,---,---,---,---,ジ証,---,1000株
6812,ジ証,ジャルコ,---,ジャルコ,JalcoCompanyLimited,電気機器,代表取締役社長　田辺順一,---,---,東京都文京区湯島一丁目6番1号,05055369825,ジ証,1978年9月11日,100株
6814,東証プライム,古野電気,2583.0,古野電気,"FURUNO ELECTRIC CO., LTD.",電気機器,古野　幸男,2月,"7,534,000千円",兵庫県西宮市芦原町９番５２号,0798-63-1017,東証プライム,1982年10月1日,100株
6815,東証プライム,ユニデンホールディングス,---,ユニデンホールディングス,UNIDEN HOLDINGS CORPORATION,電気機器,武藤　竜弘,3月,"18,000,000千円",東京都中央区八丁堀二丁目１２番７号,03-5543-2812,東証プライム,1986年9月10日,100株
6816,東証1部,アルパイン,---,アルパイン,"ALPINE ELECTRONICS, INC.",電気機器,社長　米谷　信彦,---,---,東京都品川区西五反田１−１−８,03-3494-1101,東証1部,1988年3月15日,100株
6817,東証プライム,スミダコーポレーション,893.0,スミダコーポレーション,SUMIDA CORPORATION,電気機器,堀　寛二,12月,"13,519,000千円",東京都中央区入船三丁目７番２号　ＫＤＸ銀座イーストビル７階,03-6758-2470,東証プライム,1988年8月9日,100株
6818,東証2部,島田理化工業,---,島田理化工業,SPC ELECTRONICS CORPORATION,電気機器,---,---,---,---,---,東証2部,1989年3月8日,100株
6819,東証スタンダード,伊豆シャボテンリゾート,504.0,伊豆シャボテンリゾート,"Izu Shaboten Resort Co.,Ltd",サービス業,北本　幸寛,3月,"100,000千円",東京都港区南青山７－８－４,03-5464-2380,東証スタンダード,1990年4月27日,100株
6820,東証プライム,アイコム,2690.0,アイコム,ICOM INCORPORATED,電気機器,中岡　洋詞,3月,"7,081,000千円",大阪府大阪市平野区加美鞍作一丁目６番１９号,06-6793-5301,東証プライム,1990年12月19日,100株
6821,ジ証,バーテックス　スタンダード,---,バーテックス　スタンダード,"VERTEX STANDARD CO.,LTD.",電気機器,---,---,---,---,---,ジ証,---,100株
6822,東証スタンダード,大井電気,1804.0,大井電気,"Oi Electric Co.,Ltd.",電気機器,石田　甲,3月,"2,708,389千円",神奈川県横浜市港北区菊名七丁目３番１６号,045-433-1361,東証スタンダード,1995年8月31日,100株
6823,東証プライム,リオン,2649.0,リオン,"RION CO.,LTD.",電気機器,岩橋　清勝,3月,"2,052,306千円",東京都国分寺市東元町３丁目２０番４１号,042-359-7099,東証プライム,1996年2月23日,100株
6824,東証スタンダード,新コスモス電機,2828.0,新コスモス電機,"NEW COSMOS ELECTRIC CO., LTD",電気機器,高橋　良典,3月,"1,460,000千円",大阪府大阪市淀川区三津屋中２丁目５番４号,06-6308-3112,東証スタンダード,1996年11月7日,100株
6825,東証1部,パトライト,---,パトライト,PATLITE CORPORATION,電気機器,---,---,---,---,---,東証1部,---,100株
6826,東証プライム,本多通信工業,---,本多通信工業,"HONDA TSUSHIN KOGYO CO.,LTD.",電気機器,樫尾　欣司,3月,"1,501,000千円",東京都品川区北品川五丁目９番１１号　大崎ＭＴビル,03-6853-5800,東証プライム,1999年10月13日,100株
6827,東証2部,東北パイオニア,---,東北パイオニア,TOHOKU PIONEER CORPORATION,電気機器,---,---,---,---,---,東証2部,---,100株
6829,へ証,ソーテック,---,ソーテック,SOTEC COMPANY LIMITED,電気機器,---,---,---,---,---,へ証,---,1株
6830,ジ証,ＹＯＺＡＮ,---,ＹＯＺＡＮ,YOZAN INC.,情報・通信業,---,---,---,---,---,ジ証,---,1株
6832,東証スタンダード,アオイ電子,2084.0,アオイ電子,"AOI ELECTRONICS CO.,LTD.",電気機器,木下　和洋,3月,"4,545,500千円",香川県高松市香西南町４５５番地の１,087-882-1131,東証スタンダード,2000年8月10日,100株
6833,東証2部,日本電産リード,---,日本電産リード,NIDEC-READCORPORATION,電気機器,社長　戒田　理夫,---,---,京都市右京区西京極堤外町１０,075-315-8001,東証2部,2000年8月4日,100株
6834,東証スタンダード,精工技研,4755.0,精工技研,"SEIKOH GIKEN Co.,Ltd.",電気機器,上野　淳,3月,"6,791,682千円",千葉県松戸市松飛台２９６番地の１,047-388-6401,東証スタンダード,2000年7月31日,100株
6835,東証スタンダード,アライドテレシスホールディングス,103.0,アライドテレシスホールディングス,ALLIED TELESIS HOLDINGS K.K.,電気機器,サチエ　オオシマ,12月,"10,019,161千円",東京都品川区西五反田七丁目２１番１１号,03-5437-6007,東証スタンダード,2000年7月27日,100株
6836,東証スタンダード,ぷらっとホーム,2810.0,ぷらっとホーム,"PLAT'HOME CO.,LTD.",電気機器,鈴木　友康,3月,"100,000千円",東京都千代田区九段北四丁目１番３号,03-5213-4376,東証スタンダード,2000年7月11日,100株
6837,東証スタンダード,京写,371.0,京写,"KYOSHA CO.,LTD.",電気機器,児嶋　一登,3月,"1,102,000千円",京都府久世郡久御山町森村東３００番地,075-631-3193,東証スタンダード,1999年11月30日,100株
6838,東証スタンダード,多摩川ホールディングス,696.0,多摩川ホールディングス,"TAMAGAWA HOLDINGS CO.,LTD.",電気機器,桝沢　徹,10月,"2,700,375千円",東京都港区芝２ー２８ー８　芝二丁目ビル１１階,03-6435-6933,東証スタンダード,1999年8月31日,100株
6839,東証1部,船井電機,---,船井電機,"FUNAI ELECTRIC CO.,LTD.",電気機器,板東　浩二,3月,"31,307,000千円",大阪府大東市中垣内７丁目７番１号,072-870-4395,東証1部,1999年2月4日,100株
6840,東証スタンダード,ＡＫＩＢＡホールディングス,265.0,ＡＫＩＢＡホールディングス,"AKIBA Holdings Co., Ltd.",電気機器,堀　礼一郎,3月,"100,000千円",東京都中央区築地二丁目１番１７号,03-3541-5068,東証スタンダード,1998年11月17日,100株
6841,東証プライム,横河電機,3166.0,横河電機,YOKOGAWA ELECTRIC CORPORATION,電気機器,奈良　寿,3月,"43,401,000千円",東京都武蔵野市中町２－９－３２,0422-52-6845,東証プライム,1949年5月16日,100株
6842,東証2部,ユニパルス,---,ユニパルス,UNIPULSECORPORATION,電気機器,会長・社長　吉本　喬美,---,---,東京都中央区日本橋久松町９−１１,03-3639-6120,東証2部,1998年9月3日,100株
6844,東証プライム,新電元工業,2395.0,新電元工業,"Shindengen Electric Manufacturing Co.,Ltd.",電気機器,田中　信吉,3月,"17,823,000千円",東京都千代田区大手町２－２－１,048-483-5311,東証プライム,1958年6月2日,100株
6845,東証プライム,アズビル,1150.5,アズビル,Azbil Corporation,電気機器,山本　清博,3月,"10,522,000千円",東京都千代田区丸の内二丁目７番３号,03-6810-1009,東証プライム,1958年8月6日,100株
6846,名証メイン,中央製作所,---,中央製作所,"Chuo Seisakusho, Ltd.",電気機器,後藤　邦之,3月,"503,000千円",愛知県名古屋市瑞穂区内浜町２４番１号,052-821-6166,名証メイン,1961年10月1日,100株
6848,東証スタンダード,東亜ディーケーケー,744.0,東亜ディーケーケー,DKK-TOA CORPORATION,電気機器,高橋　俊夫,3月,"1,842,000千円",東京都新宿区高田馬場一丁目２９番１０号,03-3202-0211,東証スタンダード,1961年11月1日,100株
6849,東証プライム,日本光電,2170.0,日本光電工業,NIHON KOHDEN CORPORATION,電気機器,荻野　博一,3月,"7,544,000千円",東京都新宿区西落合一丁目３１番４号,03-5996-8003,東証プライム,1961年11月2日,100株
6850,東証プライム,チノー,2188.0,チノー,Chino Corporation,電気機器,豊田三喜男,3月,"4,292,000千円",東京都板橋区熊野町３２番８号,03-3956-2115,東証プライム,1962年4月1日,100株
6852,東証JASDAQ（スタンダード）,テクノ・セブン,---,テクノ・セブン,"TECHNOL SEVEN CO.,LTD.",電気機器,齊藤　征志,3月,"100,000千円",東京都世田谷区池尻３－１－３,03-3419-4411,東証JASDAQ（スタンダード）,1963年1月29日,100株
6853,東証スタンダード,共和電業,399.0,共和電業,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",電気機器,田中義一,12月,"1,723,992千円",東京都調布市調布ヶ丘３丁目５番地１,042-489-7215,東証スタンダード,1969年8月12日,100株
